,DataTableID,Value,Year
2701,2042,48,1987
2702,2042,59,1988
2703,2042,79,1989
2704,2042,51,1990
2705,2042,56,1991
2706,2042,53,1992
2707,2042,55,1993
2708,2042,55,1994
2709,2042,55,1995
2710,2042,69,1996
2711,2042,56,1997
2712,2042,55,1998
2713,2042,50,1999
2714,2042,44,2000
2715,2042,52,2001
2716,2042,53,2002
2717,2042,58,2003
2718,2042,62,2004
2719,2042,74,2005
2720,2042,81,2006
2721,2042,81,2007
2722,2042,84,2008
2723,2042,97,2009
2724,2042,91,2010
2725,2042,74,2011
2726,2042,62,2012
2727,2042,44,2013
2728,2042,52,2014
2729,2042,39,2015
2730,2042,30,2016
2731,2043,17,1991
2732,2043,21,1992
2733,2043,30,1993
2734,2043,57,1994
2735,2043,80,1995
2736,2043,116,1996
2737,2043,112,1997
2738,2043,140,1998
2739,2043,174,1999
2740,2043,216,2000
2741,2044,18,1990
2742,2044,29,1990.5
2743,2044,13,1991
2744,2044,27,1991.5
2745,2044,8,1992
2746,2044,6,1992.5
2747,2044,7,1993
2748,2044,3,1993.5
2749,2044,4,1994
2750,2045,13,1990
2751,2045,14,1990.5
2752,2045,11,1991
2753,2045,24,1991.5
2754,2045,17,1992
2755,2045,26,1992.5
2756,2045,16,1993
2757,2046,13,1990
2758,2046,21,1990.5
2759,2046,14,1991
2760,2046,25,1991.5
2761,2046,8,1992
2762,2046,27,1992.5
2763,2046,23,1993
2764,2046,38,1993.5
2765,2046,30,1994
2766,2047,16,1990
2767,2047,12,1990.5
2768,2047,9,1991
2769,2047,15,1991.5
2770,2047,13,1992
2771,2047,25,1992.5
2772,2047,22,1993
2773,2047,45,1993.5
2774,2047,42,1994
2775,2048,7,1990
2776,2048,7,1990.5
2777,2048,6,1991
2778,2048,6,1991.5
2779,2048,5,1992
2780,2048,13,1992.5
2781,2048,13,1993
2782,2049,13,1990
2783,2049,8,1990.5
2784,2049,14,1991
2785,2049,10,1991.5
2786,2049,4,1992
2787,2049,6,1992.5
2788,2049,15,1993
2789,2049,12,1993.5
2790,2050,21,1990
2791,2050,8,1990.5
2792,2050,13,1991
2793,2050,10,1991.5
2794,2050,19,1992
2795,2050,15,1992.5
2796,2050,19,1993
2797,2050,14,1993.5
2798,2051,5,1990
2799,2051,5,1990.5
2800,2052,5,1991
2801,2052,13,1991.5
2802,2052,10,1992
2803,2052,19,1992.5
2804,2052,11,1993
2805,2052,11,1993.5
2806,2052,6,1994
2807,2053,8,1992
2808,2053,7,1992.5
2809,2053,6,1993
2810,2053,4,1993.5
2811,2055,3,1992
2812,2055,1,1992.5
2813,2055,2,1993
2822,2056,67,1990
2814,2056,122,1990.5
2815,2056,79,1991
2816,2056,124,1991.5
2817,2056,81,1992
2818,2056,150,1992.5
2819,2056,124,1993
2820,2056,139,1993.5
2821,2056,112,1994
2823,2057,8.9,1989
2824,2057,10.4,1993
2825,2058,6,1995
2826,2058,24,1996
2827,2058,59,1997
2828,2058,112,1998
2829,2058,140,1999
2830,2058,127,2000
2831,2058,137,2001
2832,2058,130,2002
2833,2058,168,2003
2834,2058,240,2004
2835,2058,360,2005
2836,2059,3,1979
2837,2059,2,1980
2838,2059,3,1981
2839,2059,9,1982
2840,2059,7,1983
2841,2059,7,1984
2842,2059,14,1985
2843,2059,20,1986
2844,2059,12,1987
2845,2059,15,1988
2846,2059,13,1989
2847,2059,27,1990
2848,2059,24,1991
2849,2059,30,1992
2850,2059,49,1993
2851,2059,48,1994
2852,2059,70,1995
2853,2059,69,1996
2854,2059,58,1997
2855,2059,47,1998
2856,2059,58,1999
2857,2059,58,2000
2858,2059,77,2001
2859,2059,112,2002
2860,2059,87,2003
2861,2059,55,2004
2862,2059,117,2005
2863,2060,4,2000
2864,2060,10,2001
2865,2060,20,2002
2866,2060,25,2003
2867,2060,30,2004
2868,2060,66,2005
2869,2061,10,1999
2870,2061,23,2000
2871,2061,25,2001
2872,2061,54,2002
2873,2061,72,2003
2874,2061,68,2004
2875,2061,70,2005
2876,2062,2,1996
2877,2062,7,1997
2878,2062,7,1998
2879,2062,22,1999
2880,2062,31,2000
2881,2062,52,2001
2882,2062,74,2002
2883,2062,87,2003
2884,2062,90,2004
2885,2062,125,2005
2886,2064,23,1995
2887,2064,44,1996
2888,2064,78,1997
2889,2064,101,1998
2890,2064,90,1999
2891,2064,126,2000
2892,2064,130,2001
2893,2064,140,2002
2894,2064,148,2003
2895,2064,152,2004
2896,2064,116,2005
2897,2070,8.02,2011
2898,2070,8.66,2012.08
2899,2070,7.88,2012.58
2900,2070,9.04,2013.28
2901,2070,5.53,2013.58
2902,2071,2.41,2011
2903,2071,7.53,2012.08
2904,2071,4.68,2012.58
2905,2071,8.53,2013.28
2906,2071,3.77,2013.58
2907,2074,16,1990
2908,2074,29,1991
2909,2074,25,1992
2910,2074,47,1993
2911,2074,78,1994
2912,2074,73,1995
2913,2074,68,1996
2914,2074,83,1997
2915,2074,95,1998
2916,2074,129,1999
2917,2074,130,2000
2918,2074,132,2001
2919,2074,125,2002
2920,2074,121,2003
2921,2074,125,2004
2922,2074,119,2005
2923,2074,118,2006
2924,2074,118,2010
2925,2074,118,2011
2926,2074,107,2012
2927,2074,97,2013
2928,2078,400,1997
2929,2078,185,1999
2930,2078,200,2004
2931,2078,144,2009
2932,2079,324,2000
2933,2079,350,2004
2934,2079,263,2005
2935,2079,132,2010
2936,2080,47,2000
2937,2080,25,2004
2938,2080,132,2010
2939,2081,7,1994
2940,2081,2,2002
2941,2083,52,1966
2942,2083,82,1967
2943,2083,66,1968
2944,2083,82,1969
2945,2083,78,1970
2946,2083,77,1971
2947,2083,74,1972
2948,2083,54,1973
2949,2083,99,1974
2950,2083,95,1975
2951,2083,106,1976
2952,2083,91,1977
2953,2083,101,1978
2954,2083,91,1979
2955,2083,96,1980
2956,2083,95,1981
2957,2083,99,1982
2958,2083,92,1983
2959,2083,127,1984
2960,2083,119,1985
2961,2083,136,1986
2962,2083,132,1987
2963,2083,131,1988
2964,2083,104,1989
2965,2083,140,1990
2966,2083,133,1991
2967,2083,103,1992
2968,2083,81,1993
2969,2083,74,1994
2970,2083,96,1995
2971,2083,94,1996
2972,2083,75,1997
2973,2083,93,1998
2974,2083,121,1999
2975,2083,109,2000
2976,2083,128,2001
2977,2084,39,1966
2978,2084,40,1967
2979,2084,51,1968
2980,2084,99,1974
2981,2084,108,1975
2982,2084,102,1976
2983,2084,80,1977
2984,2084,72,1978
2985,2084,96,1979
2986,2084,85,1980
2987,2084,104,1981
2988,2084,115,1982
2989,2084,122,1983
2990,2084,113,1984
2991,2084,109,1985
2992,2084,110,1986
2993,2084,95,1987
2994,2084,85,1988
2995,2084,82,1989
2996,2084,94,1990
2997,2084,95,1991
2998,2084,127,1992
2999,2084,79,1993
3000,2084,92,1994
3001,2084,99,1995
3002,2084,139,1996
3003,2084,147,1997
3004,2084,180,1998
3005,2084,170,1999
3006,2084,156,2000
3007,2084,174,2001
3008,2085,1.9,1997
3009,2085,2.4,1998
3010,2085,2.5,1999
3011,2085,3.7,2000
3012,2085,2.5,2001
3013,2085,1.3,2002
3014,2086,1.9,1997
3015,2086,1.9,1998
3016,2086,2.1,1999
3017,2086,1.3,2000
3018,2086,1.2,2001
3019,2086,1.6,2002
3020,2087,0.93,1997
3021,2087,1.08,1998
3022,2087,1.1,1999
3023,2087,1.11,2000
3024,2087,0.83,2001
3025,2087,0.8,2002
3026,2087,0.73,2003
3027,2087,0.71,2004
3028,2087,0.77,2005
3029,2087,0.72,2006
3030,2092,16,1988
3031,2092,13,1989
3032,2092,13,1990
3033,2092,9,1991
3039,2092,15,1992
3034,2092,15,1993
3035,2092,9,1994
3036,2092,0,1995
3037,2092,0,1996
3038,2092,7,1997
3040,2093,2.6,2002
3041,2093,3,2002.25
3042,2093,2.4,2002.5
3043,2093,2.3,2002.75
3044,2093,0.4,2003
3045,2093,0.3,2003.25
3046,2094,20,1959
3047,2094,23,1960
3048,2094,23,1961
3049,2094,23,1962
3050,2094,19,1963
3051,2094,26,1964
3052,2094,28,1965
3053,2094,26,1966
3054,2094,22,1967
3055,2094,23,1968
3056,2094,16,1969
3057,2094,17,1970
3058,2094,20,1971
3059,2094,22,1972
3060,2094,23,1973
3061,2094,31,1974
3062,2094,41,1975
3063,2094,44,1976
3064,2094,34,1977
3065,2094,40,1978
3066,2094,43,1979
3067,2094,50,1980
3068,2094,29,1981
3069,2094,13,1982
3070,2094,23,1983
3071,2094,24,1984
3072,2094,21,1985
3073,2094,18,1986
3074,2094,15,1987
3075,2094,11,1988
3076,2094,11,1989
3077,2094,14,1990
3078,2094,11,1991
3079,2094,11,1992
3080,2094,13,1993
3081,2094,17,1994
3082,2094,17,1995
3083,2094,24,1996
3084,2094,25,1997
3085,2095,6.4,1993
3086,2095,6,1994
3087,2095,5.5,1995
3088,2095,4.4,1996
3089,2095,3,1997
3090,2095,2.4,1998
3091,2095,0.7,1999
3092,2096,2,1982
3093,2096,6,1983
3094,2096,8,1984
3095,2096,10,1985
3096,2096,15.5,1986
3097,2096,12.5,1987
3098,2096,16.5,1988
3099,2096,19,1989
3100,2096,23,1990
3101,2096,28.5,1991
3102,2096,21,1992
3103,2097,233,2005
3104,2097,242,2006
3105,2097,241,2007
3106,2097,253,2008
3107,2097,250,2009
3108,2097,262,2010
3109,2097,270,2011
3110,2097,289,2012
3111,2098,107,2005
3112,2098,104,2006
3113,2098,114,2007
3114,2098,112,2008
3115,2098,125,2009
3116,2098,129,2010
3117,2098,136,2011
3118,2098,121,2012
3119,2099,155,2005
3120,2099,181,2006
3121,2099,200,2007
3122,2099,202,2008
3123,2099,212,2009
3124,2099,195,2010
3125,2099,212,2011
3126,2099,193,2012
3127,2100,93,2005
3128,2100,104,2006
3129,2100,125,2007
3130,2100,122,2008
3131,2100,113,2009
3132,2100,132,2010
3133,2100,136,2011
3134,2100,150,2012
3135,2101,110,2005
3136,2101,80,2006
3137,2101,67,2007
3138,2101,95,2008
3139,2101,86,2009
3140,2101,89,2010
3141,2101,85,2011
3142,2101,139,2012
3143,2102,135,2005
3144,2102,152,2006
3145,2102,149,2007
3146,2102,148,2008
3147,2102,170,2009
3148,2102,166,2010
3149,2102,172,2011
3150,2102,227,2012
3151,2103,192,2005
3152,2103,261,2006
3153,2103,295,2007
3154,2103,338,2008
3155,2103,341,2009
3156,2103,357,2010
3157,2103,379,2011
3158,2103,412,2012
3159,2104,65,2005
3160,2104,64,2006
3161,2104,103,2007
3162,2104,103,2008
3163,2104,103,2009
3164,2104,93,2010
3165,2104,118,2011
3166,2104,129,2012
3167,2105,250,2005
3168,2105,320,2006
3169,2105,335,2007
3170,2105,339,2008
3171,2105,320,2009
3172,2105,281,2010
3173,2105,271,2011
3174,2105,253,2012
3175,2106,228,2005
3176,2106,255,2006
3177,2106,130,2007
3178,2106,174,2008
3179,2106,156,2009
3180,2106,301,2010
3181,2106,316,2011
3182,2106,317,2012
3183,2107,16,2005
3184,2107,8,2006
3185,2107,14,2007
3186,2107,13,2008
3187,2107,12,2009
3188,2107,11,2010
3189,2107,3,2011
3190,2107,0,2012
3191,2108,177,2005
3192,2108,197,2006
3193,2108,234,2007
3194,2108,196,2008
3195,2108,198,2009
3196,2108,186,2010
3197,2108,232,2011
3198,2108,238,2012
3199,2109,35,2005
3200,2109,40,2006
3201,2109,37,2007
3202,2109,46,2008
3203,2109,50,2009
3204,2109,46,2010
3205,2109,50,2011
3206,2109,52,2012
3207,2110,64,2005
3208,2110,63,2006
3209,2110,81,2007
3210,2110,94,2008
3211,2110,95,2009
3212,2110,97,2010
3213,2110,94,2011
3214,2110,135,2012
3215,2111,305,2005
3216,2111,324,2006
3222,2111,330,2007
3217,2111,374,2008
3218,2111,397,2009
3219,2111,379,2010
3220,2111,405,2011
3221,2111,507,2012
3223,2112,284,2005
3224,2112,298,2006
3225,2112,292,2007
3226,2112,304,2008
3227,2112,325,2009
3228,2112,320,2010
3229,2112,344,2011
3230,2112,486,2012
3231,2113,13,2005
3232,2113,6,2006
3233,2113,2,2007
3234,2113,2,2008
3235,2113,2,2009
3236,2113,2,2010
3237,2113,2,2011
3238,2113,2,2012
3239,2114,127,2005
3240,2114,134,2006
3241,2114,132,2007
3242,2114,129,2008
3243,2114,146,2009
3244,2114,115,2010
3245,2114,172,2011
3246,2114,183,2012
3247,2115,38,2005
3248,2115,32,2006
3249,2115,27,2007
3250,2115,29,2008
3251,2115,27,2009
3252,2115,23,2010
3253,2115,21,2011
3254,2115,28,2012
3255,2116,171,2005
3256,2116,194,2006
3257,2116,209,2007
3258,2116,212,2008
3259,2116,211,2009
3260,2116,182,2010
3261,2116,152,2011
3262,2116,139,2012
3263,2117,126,2005
3264,2117,131,2006
3265,2117,141,2007
3266,2117,146,2008
3267,2117,150,2009
3268,2117,180,2010
3269,2117,229,2011
3270,2117,221,2012
3271,2118,81,2005
3272,2118,93,2006
3273,2118,75,2007
3274,2118,68,2008
3275,2118,81,2009
3276,2118,78,2010
3277,2118,70,2011
3278,2118,98,2012
3279,2119,69,2005
3280,2119,95,2006
3281,2119,70,2007
3282,2119,80,2008
3283,2119,61,2009
3284,2119,84,2010
3285,2119,83,2011
3286,2119,81,2012
3287,2120,15,2005
3288,2120,24,2006
3289,2120,22,2007
3290,2120,24,2008
3291,2120,20,2009
3292,2120,27,2010
3293,2120,27,2011
3294,2120,39,2012
3295,2121,398,2005
3296,2121,376,2006
3297,2121,348,2007
3298,2121,328,2008
3299,2121,305,2009
3300,2121,283,2010
3301,2121,308,2011
3302,2121,339,2012
3303,2122,183,2005
3304,2122,226,2006
3305,2122,248,2007
3306,2122,242,2008
3307,2122,235,2009
3308,2122,288,2010
3309,2122,280,2011
3310,2122,319,2012
3311,2123,65,2005
3312,2123,73,2006
3313,2123,74,2007
3314,2123,23,2008
3315,2123,89,2009
3316,2123,123,2010
3317,2123,105,2011
3318,2123,93,2012
3319,2124,142,2005
3320,2124,142,2006
3321,2124,158,2007
3322,2124,161,2008
3323,2124,182,2009
3324,2124,205,2010
3325,2124,226,2011
3326,2124,217,2012
3327,2125,118,2005
3328,2125,131,2006
3329,2125,162,2007
3330,2125,155,2008
3331,2125,161,2009
3332,2125,63,2010
3333,2125,145,2011
3334,2125,175,2012
3335,2126,124,2005
3336,2126,125,2006
3337,2126,132,2007
3338,2126,144,2008
3339,2126,159,2009
3340,2126,166,2010
3341,2126,165,2011
3342,2126,200,2012
3343,2127,11,2005
3344,2127,13,2006
3345,2127,13,2007
3346,2127,14,2008
3347,2127,14,2009
3348,2127,15,2010
3349,2127,15,2011
3350,2127,16,2012
3351,2128,504,2005
3352,2128,589,2006
3353,2128,598,2007
3354,2128,584,2008
3355,2128,566,2009
3356,2128,575,2010
3357,2128,539,2011
3358,2128,661,2012
3359,2129,171,2005
3360,2129,181,2006
3361,2129,196,2007
3362,2129,199,2008
3363,2129,205,2009
3364,2129,227,2010
3365,2129,250,2011
3366,2129,262,2012
3367,2130,22,2005
3368,2130,21,2006
3369,2130,25,2007
3370,2130,26,2008
3371,2130,28,2009
3372,2130,29,2010
3373,2130,22,2011
3374,2130,31,2012
3375,2131,290,2005
3376,2131,295,2006
3377,2131,315,2007
3378,2131,321,2008
3379,2131,304,2009
3380,2131,321,2010
3381,2131,384,2011
3382,2131,448,2012
3383,2132,619,2005
3384,2132,703,2006
3385,2132,737,2007
3386,2132,805,2008
3387,2132,798,2009
3388,2132,864,2010
3389,2132,914,2011
3390,2132,941,2012
3391,2133,318,2005
3392,2133,357,2006
3393,2133,312,2007
3394,2133,304,2008
3395,2133,330,2009
3396,2133,327,2010
3397,2133,366,2011
3398,2133,387,2012
3399,2134,95,2005
3400,2134,98,2006
3401,2134,86,2007
3402,2134,89,2008
3403,2134,96,2009
3404,2134,102,2010
3405,2134,97,2011
3406,2134,108,2012
3407,2135,140,2005
3408,2135,150,2006
3409,2135,73,2007
3410,2135,83,2008
3411,2135,77,2009
3412,2135,101,2010
3413,2135,92,2011
3414,2135,97,2012
3415,2136,731,2005
3416,2136,845,2006
3417,2136,931,2007
3418,2136,931,2008
3419,2136,971,2009
3420,2136,978,2010
3421,2136,1045,2011
3422,2136,1067,2012
3423,2137,30,2005
3424,2137,43,2006
3425,2137,42,2007
3426,2137,51,2008
3427,2137,49,2009
3428,2137,56,2010
3429,2137,81,2011
3430,2137,102,2012
3431,2138,154,2005
3432,2138,168,2006
3433,2138,164,2007
3434,2138,179,2008
3435,2138,164,2009
3436,2138,184,2010
3437,2138,187,2011
3438,2138,214,2012
3439,2139,849,2005
3440,2139,907,2006
3441,2139,1023,2007
3442,2139,1099,2008
3443,2139,1135,2009
3444,2139,1161,2010
3445,2139,1256,2011
3446,2139,1289,2012
3447,2140,315,2005
3448,2140,303,2006
3449,2140,318,2007
3450,2140,329,2008
3451,2140,311,2009
3452,2140,315,2010
3453,2140,325,2011
3454,2140,386,2012
3455,2141,207,2005
3456,2141,215,2006
3457,2141,220,2007
3458,2141,231,2008
3459,2141,217,2009
3460,2141,229,2010
3461,2141,255,2011
3462,2141,261,2012
3463,2142,25,2005
3464,2142,23,2006
3470,2142,22,2007
3465,2142,19,2008
3466,2142,16,2009
3467,2142,13,2010
3468,2142,12,2011
3469,2142,16,2012
3471,2143,487,2005
3472,2143,520,2006
3473,2143,546,2007
3474,2143,540,2008
3475,2143,527,2009
3476,2143,489,2010
3477,2143,501,2011
3478,2143,545,2012
3479,2144,179,2005
3480,2144,191,2006
3481,2144,197,2007
3482,2144,233,2008
3483,2144,235,2009
3484,2144,235,2010
3485,2144,295,2011
3486,2144,310,2012
3487,2145,256,2005
3488,2145,245,2006
3489,2145,237,2007
3490,2145,289,2008
3491,2145,302,2009
3492,2145,294,2010
3493,2145,290,2011
3494,2145,311,2012
3495,2146,8,2005
3496,2146,8,2006
3497,2146,6,2007
3498,2146,7,2008
3499,2146,6,2009
3500,2146,6,2010
3501,2146,7,2011
3502,2146,12,2012
3503,2147,344,2005
3504,2147,379,2006
3505,2147,425,2007
3506,2147,406,2008
3507,2147,440,2009
3508,2147,397,2010
3509,2147,380,2011
3510,2147,450,2012
3511,2148,260,2005
3512,2148,283,2006
3513,2148,238,2007
3514,2148,275,2008
3515,2148,269,2009
3516,2148,287,2010
3517,2148,318,2011
3518,2148,404,2012
3519,2149,10,2005
3520,2149,11,2006
3521,2149,11,2007
3522,2149,10,2008
3523,2149,13,2009
3524,2149,10,2010
3525,2149,7,2011
3526,2149,13,2012
3527,2150,258,2005
3528,2150,264,2006
3529,2150,270,2007
3530,2150,244,2008
3531,2150,242,2009
3532,2150,257,2010
3533,2150,271,2011
3534,2150,311,2012
3535,2151,315,2005
3536,2151,341,2006
3537,2151,343,2007
3538,2151,345,2008
3539,2151,348,2009
3540,2151,362,2010
3541,2151,352,2011
3542,2151,378,2012
3543,2152,126,2005
3544,2152,138,2006
3545,2152,125,2007
3546,2152,138,2008
3547,2152,131,2009
3548,2152,139,2010
3549,2152,142,2011
3550,2152,148,2012
3551,2153,74,2005
3552,2153,60,2006
3553,2153,53,2007
3554,2153,62,2008
3555,2153,59,2009
3556,2153,53,2010
3557,2153,53,2011
3558,2153,39,2012
3559,2154,96,2005
3560,2154,90,2006
3561,2154,87,2007
3562,2154,89,2008
3563,2154,84,2009
3564,2154,93,2010
3565,2154,98,2011
3566,2154,88,2012
3567,2155,51,2005
3568,2155,57,2006
3569,2155,55,2007
3570,2155,56,2008
3571,2155,53,2009
3572,2155,60,2010
3573,2155,60,2011
3574,2155,84,2012
3575,2156,28,2005
3576,2156,25,2006
3577,2156,21,2007
3578,2156,23,2008
3579,2156,25,2009
3580,2156,24,2010
3581,2156,28,2011
3582,2156,37,2012
3583,2157,42,2005
3584,2157,54,2006
3585,2157,52,2007
3586,2157,50,2008
3587,2157,48,2009
3588,2157,56,2010
3589,2157,57,2011
3590,2157,73,2012
3591,2158,114,2005
3592,2158,130,2006
3593,2158,146,2007
3594,2158,151,2008
3595,2158,155,2009
3596,2158,171,2010
3597,2158,195,2011
3598,2158,218,2012
3599,2159,84,2005
3600,2159,69,2006
3601,2159,92,2007
3602,2159,94,2008
3603,2159,94,2009
3604,2159,86,2010
3605,2159,84,2011
3606,2159,82,2012
3607,2160,83,2005
3608,2160,109,2006
3609,2160,115,2007
3610,2160,121,2008
3611,2160,114,2009
3612,2160,88,2010
3613,2160,83,2011
3614,2160,86,2012
3615,2161,75,2005
3616,2161,85,2006
3617,2161,50,2007
3618,2161,81,2008
3619,2161,74,2009
3620,2161,68,2010
3621,2161,81,2011
3622,2161,64,2012
3623,2162,101,2005
3624,2162,120,2006
3625,2162,138,2007
3626,2162,139,2008
3627,2162,157,2009
3628,2162,145,2010
3629,2162,162,2011
3630,2162,190,2012
3631,2163,8,2005
3632,2163,8,2006
3633,2163,6,2007
3634,2163,8,2008
3635,2163,8,2009
3636,2163,8,2010
3637,2163,11,2011
3638,2163,12,2012
3639,2164,46,2005
3640,2164,50,2006
3641,2164,46,2007
3642,2164,47,2008
3643,2164,43,2009
3644,2164,48,2010
